numero_commande,code_article,quantite_commande,prix_vente,date_commande
COM071,ART010,187,291.98,2026-01-07
COM072,ART054,436,198.02,2025-07-18
COM073,ART021,234,50.86,2024-07-19
COM074,ART052,275,27.04,2025-09-15
COM075,ART072,405,323.95,2024-11-03
COM076,ART002,418,477.78,2025-12-15
COM077,ART088,241,173.59,2024-07-31
COM078,ART050,26,197.08,2024-11-27
COM079,ART084,260,233.02,2025-10-29
COM080,ART015,277,418.15,2025-05-22
COM081,ART083,354,290.25,2026-03-22
COM082,ART093,411,138.28,2025-06-04
COM083,ART097,140,435.77,2024-11-14
COM084,ART015,334,203.49,2025-05-09
COM085,ART073,224,44.36,2025-04-04
COM086,ART057,87,76.49,2025-12-31
COM087,ART048,222,224.77,2026-03-17
COM088,ART025,78,161.48,2024-09-22
COM089,ART085,242,60.95,2024-10-30
COM090,ART081,232,129.54,2024-12-15
COM091,ART001,72,111.35,2026-01-02
COM092,ART090,179,36.01,2025-12-13
COM093,ART062,30,102.59,2024-12-15
COM094,ART096,195,369.77,2025-11-06
COM095,ART035,112,76.82,2025-04-23
COM096,ART006,113,313.5,2025-07-19
COM097,ART097,414,256.28,2025-01-27
COM098,ART046,29,176.54,2025-04-01
COM099,ART095,257,36.34,2024-08-21
COM100,ART035,328,285.8,2025-09-12
COM101,ART066,375,157.28,2024-06-12
COM102,ART037,245,159.04,2025-03-05
COM103,ART097,484,495.11,2024-10-12
COM104,ART086,157,132.68,2025-08-05
COM105,ART067,446,466.77,2024-06-04
COM106,ART058,138,392.65,2025-05-20
COM107,ART010,278,255.7,2025-11-03
COM108,ART082,416,392.61,2025-01-11
COM109,ART058,165,173.89,2025-02-21
COM110,ART032,246,182.77,2025-11-27
COM111,ART079,214,190.17,2025-04-26
COM112,ART037,252,361.3,2025-08-04
COM113,ART057,269,355.76,2025-03-24
COM114,ART095,460,15.95,2024-10-06
COM115,ART073,96,86.92,2025-10-14
COM116,ART065,53,108.61,2025-09-01
COM117,ART047,266,145.95,2025-01-16
COM118,ART023,435,86.89,2026-05-17
COM119,ART001,293,251.0,2026-02-08
COM120,ART052,209,182.95,2025-10-30
COM121,ART089,446,44.72,2024-08-11
COM122,ART096,279,35.99,2026-03-16
COM123,ART026,247,355.91,2024-07-18
COM124,ART010,298,142.88,2025-10-02
COM125,ART080,405,182.6,2025-12-10
COM126,ART020,67,125.93,2024-06-04
COM127,ART026,365,291.0,2025-10-21
COM128,ART008,489,499.14,2024-08-17
COM129,ART094,184,338.94,2024-09-03
COM130,ART074,140,147.71,2025-11-21
COM131,ART055,165,211.61,2024-06-11
COM132,ART030,201,426.61,2024-08-14
COM133,ART016,356,16.65,2024-07-01
COM134,ART090,179,360.44,2025-06-21
COM135,ART030,437,89.21,2025-12-17
COM136,ART050,99,448.79,2026-02-15
COM137,ART009,189,56.84,2026-03-07
COM138,ART005,348,474.06,2025-01-26
COM139,ART035,480,401.18,2024-08-15
COM140,ART050,38,209.38,2024-10-14
COM141,ART035,482,397.84,2024-10-06
COM142,ART030,445,194.38,2026-05-16
COM143,ART096,311,337.84,2026-04-26
COM144,ART090,435,481.34,2026-01-23
COM145,ART039,77,41.82,2025-02-26
COM146,ART068,240,280.04,2025-02-23
COM147,ART092,456,64.24,2024-11-01
COM148,ART099,36,448.37,2024-07-02
COM149,ART079,203,63.86,2026-03-17
COM150,ART061,450,477.86,2025-06-14
COM151,ART007,92,315.68,2025-02-12
COM152,ART017,227,351.27,2024-10-26
COM153,ART020,15,35.49,2025-08-04
COM154,ART019,367,57.93,2024-08-10
COM155,ART022,71,115.1,2025-11-11
COM156,ART053,276,232.8,2025-01-24
COM157,ART012,258,296.68,2025-12-01
COM158,ART093,440,100.74,2025-12-10
COM159,ART014,321,129.23,2025-09-11
COM160,ART041,260,271.03,2025-05-26
COM161,ART097,386,329.91,2025-03-26
COM162,ART058,113,139.81,2024-08-27
COM163,ART005,288,255.56,2026-01-21
COM164,ART040,167,21.09,2024-06-24
COM165,ART043,492,363.36,2026-05-20
COM166,ART048,198,370.81,2024-12-23
COM167,ART089,181,459.76,2025-10-10
COM168,ART043,319,380.54,2024-06-09
COM169,ART012,62,346.33,2026-03-14
COM170,ART016,15,269.28,2025-01-01
COM171,ART072,134,28.84,2025-08-29
COM172,ART061,81,397.09,2025-01-13
COM173,ART008,59,361.23,2025-01-24
COM174,ART071,249,338.94,2024-10-04
COM175,ART005,148,158.26,2025-03-25
COM176,ART070,78,209.91,2025-03-08
COM177,ART063,420,397.4,2024-10-22
COM178,ART082,450,330.61,2025-03-01
COM179,ART037,498,232.57,2025-05-29
COM180,ART076,131,422.2,2024-10-21
COM181,ART031,391,378.31,2026-05-28
COM182,ART099,370,67.97,2025-03-05
COM183,ART052,34,289.28,2025-03-11
COM184,ART019,421,75.26,2024-11-02
COM185,ART021,55,259.52,2025-06-24
COM186,ART100,127,401.15,2024-09-11
COM187,ART030,133,356.32,2025-03-22
COM188,ART022,464,10.97,2026-05-12
COM189,ART068,119,341.63,2026-04-16
COM190,ART065,158,169.78,2025-01-27
COM191,ART021,56,256.77,2025-02-28
COM192,ART057,375,339.12,2025-01-01
COM193,ART093,339,182.96,2025-02-15
COM194,ART034,481,118.38,2025-06-12
COM195,ART033,455,118.28,2026-06-04
COM196,ART011,25,19.75,2025-12-15
COM197,ART072,112,449.91,2025-10-11
COM198,ART087,391,250.94,2024-07-24
COM199,ART018,206,415.05,2024-09-18
COM200,ART002,395,95.14,2025-10-29
COM201,ART001,231,373.09,2026-05-22
COM202,ART069,206,294.66,2025-06-20
COM203,ART048,190,36.29,2025-07-25
COM204,ART036,106,124.3,2025-05-01
COM205,ART035,244,426.01,2026-02-17
COM206,ART028,113,487.33,2025-02-06
COM207,ART070,374,383.09,2025-11-04
COM208,ART090,96,30.36,2025-01-14
COM209,ART067,109,172.93,2025-07-15
COM210,ART093,210,73.95,2025-03-21
COM211,ART082,253,183.52,2024-07-14
COM212,ART082,50,29.99,2025-01-10
COM213,ART084,498,426.79,2026-04-30
COM214,ART095,468,94.21,2024-07-21
COM215,ART010,406,180.1,2024-09-08
COM216,ART070,47,205.81,2026-03-05
COM217,ART085,391,314.22,2026-05-07
COM218,ART031,108,446.61,2025-04-19
COM219,ART066,146,115.79,2025-11-08
COM220,ART087,232,422.5,2026-05-18
COM221,ART010,153,208.16,2024-06-15
COM222,ART063,331,412.74,2024-08-03
COM223,ART031,382,65.91,2024-09-13
COM224,ART097,243,338.61,2025-11-28
COM225,ART089,313,287.41,2025-10-26
COM226,ART083,410,239.94,2025-11-06
COM227,ART054,213,396.4,2026-03-23
COM228,ART020,402,431.15,2026-03-26
COM229,ART005,447,355.01,2026-04-02
COM230,ART074,447,458.59,2024-10-27
COM231,ART018,44,247.59,2024-06-30
COM232,ART056,449,73.68,2026-04-12
COM233,ART030,188,466.08,2025-08-22
COM234,ART020,492,24.89,2025-01-02
COM235,ART075,497,480.76,2025-08-13
COM236,ART077,177,353.76,2025-11-15
COM237,ART094,227,236.37,2025-05-18
COM238,ART034,281,325.13,2024-07-27
COM239,ART037,290,314.71,2026-03-27
COM240,ART016,324,165.33,2026-05-11
COM241,ART079,190,263.61,2026-03-11
COM242,ART029,321,416.76,2025-01-04
COM243,ART095,495,275.98,2025-05-21
COM244,ART096,390,279.23,2025-10-22
COM245,ART065,58,343.92,2025-05-10
COM246,ART026,57,393.37,2025-01-21
COM247,ART076,43,469.2,2025-03-08
COM248,ART044,132,225.55,2026-05-29
COM249,ART049,388,279.14,2024-09-22
COM250,ART053,247,458.9,2025-07-21
COM251,ART051,205,197.34,2025-08-31
COM252,ART079,70,14.86,2024-12-15
COM253,ART026,316,124.98,2025-11-24
COM254,ART047,41,236.02,2024-11-04
COM255,ART081,205,183.28,2025-12-20
COM256,ART092,362,17.0,2025-12-27
COM257,ART088,41,449.41,2024-11-11
COM258,ART055,63,350.86,2025-03-16
COM259,ART075,429,267.94,2025-01-25
COM260,ART092,229,253.55,2024-11-09
COM261,ART086,117,321.62,2025-01-02
COM262,ART094,434,261.59,2025-12-27
COM263,ART040,381,441.63,2025-11-24
COM264,ART073,19,252.85,2025-05-24
COM265,ART060,57,108.57,2024-06-20
COM266,ART076,440,87.91,2024-11-08
COM267,ART013,383,350.1,2025-05-14
COM268,ART016,317,96.48,2024-12-01
COM269,ART067,189,299.11,2025-07-14
COM270,ART056,107,393.12,2024-07-31
COM271,ART049,167,428.49,2025-11-11
COM272,ART027,258,463.31,2025-11-06
COM273,ART012,335,101.83,2024-07-05
COM274,ART090,331,298.21,2024-11-08
COM275,ART079,265,117.77,2024-10-25
COM276,ART007,347,263.81,2025-04-16
COM277,ART036,250,98.45,2024-09-09
COM278,ART062,280,184.59,2024-12-06
COM279,ART025,59,236.43,2024-11-30
COM280,ART005,346,229.36,2024-08-16
COM281,ART029,255,241.89,2025-06-24
COM282,ART084,312,157.88,2025-01-21
COM283,ART093,280,71.25,2026-05-19
COM284,ART005,276,337.19,2024-08-31
COM285,ART095,276,57.18,2024-11-28
COM286,ART082,265,24.75,2025-01-07
COM287,ART020,320,487.62,2025-11-25
COM288,ART077,29,16.7,2025-09-19
COM289,ART051,169,314.66,2026-03-30
COM290,ART007,174,455.07,2026-04-16
COM291,ART063,31,316.1,2024-09-29
COM292,ART095,345,284.71,2026-03-08
COM293,ART097,413,141.64,2025-12-30
COM294,ART033,391,31.28,2025-04-06
COM295,ART090,190,192.75,2024-09-24
COM296,ART026,307,39.8,2025-11-11
COM297,ART068,292,79.25,2025-01-29
COM298,ART009,119,162.58,2025-04-22
COM299,ART099,295,193.67,2026-03-25
COM300,ART074,186,444.67,2024-10-03
COM301,ART061,420,163.39,2025-08-18
COM302,ART057,50,203.18,2024-10-03
COM303,ART085,450,140.03,2025-08-20
COM304,ART015,301,22.36,2026-01-04
COM305,ART079,208,393.56,2024-07-03
COM306,ART005,102,13.41,2025-06-10
COM307,ART069,408,474.25,2026-04-29
COM308,ART087,367,458.32,2026-05-14
COM309,ART082,45,114.18,2025-10-09
COM310,ART040,252,260.07,2025-12-12
COM311,ART019,146,396.13,2024-07-23
COM312,ART061,156,389.47,2024-12-08
COM313,ART004,294,273.99,2025-08-18
COM314,ART011,421,190.51,2025-06-03
COM315,ART092,241,307.78,2026-02-19
COM316,ART013,248,23.66,2024-06-29
COM317,ART080,158,475.17,2025-11-28
COM318,ART080,175,270.51,2025-01-26
COM319,ART033,282,459.98,2024-08-30
COM320,ART068,143,83.77,2026-06-03
COM321,ART014,354,352.4,2025-09-07
COM322,ART093,402,394.87,2025-07-15
COM323,ART046,44,174.38,2024-07-03
COM324,ART063,48,146.59,2024-12-15
COM325,ART041,182,174.6,2025-09-26
COM326,ART053,79,477.65,2025-04-09
COM327,ART014,192,346.48,2025-04-06
COM328,ART066,267,459.22,2025-12-04
COM329,ART004,173,404.08,2025-07-05
COM330,ART086,96,144.84,2025-01-21
COM331,ART049,36,244.14,2024-12-27
COM332,ART032,412,142.01,2024-12-15
COM333,ART078,456,282.29,2025-06-08
COM334,ART019,253,142.9,2024-09-15
COM335,ART025,375,463.2,2025-02-02
COM336,ART014,146,256.39,2026-01-20
COM337,ART053,351,65.65,2025-09-04
COM338,ART098,65,129.23,2025-05-27
COM339,ART093,305,316.82,2025-08-24
COM340,ART037,114,339.24,2024-06-12
COM341,ART025,247,463.46,2025-06-16
COM342,ART056,67,347.49,2025-09-04
COM343,ART060,462,65.07,2025-10-06
COM344,ART028,272,305.96,2025-02-18
COM345,ART017,185,133.35,2025-12-10
COM346,ART082,255,302.41,2025-12-28
COM347,ART087,22,487.44,2026-02-19
COM348,ART095,307,188.19,2025-02-10
COM349,ART026,333,351.07,2026-04-01
COM350,ART049,239,237.52,2025-04-02
COM351,ART097,83,147.65,2025-10-19
COM352,ART070,493,281.97,2025-10-15
COM353,ART014,449,154.39,2024-11-03
COM354,ART082,63,436.94,2025-10-23
COM355,ART034,237,379.68,2025-05-27
COM356,ART008,211,464.56,2025-04-02
COM357,ART011,238,195.3,2025-11-29
COM358,ART052,451,107.63,2026-02-07
COM359,ART094,309,414.36,2025-11-21
COM360,ART015,118,203.59,2026-03-16
COM361,ART095,481,472.06,2025-02-17
COM362,ART026,258,236.49,2025-04-09
COM363,ART090,224,327.72,2024-07-07
COM364,ART030,461,216.02,2025-08-14
COM365,ART100,130,366.53,2025-03-16
COM366,ART098,346,415.16,2025-10-07
COM367,ART037,61,468.5,2025-06-15
COM368,ART025,228,68.65,2026-01-22
COM369,ART081,460,398.45,2026-06-01
COM370,ART083,216,97.19,2025-07-17
COM371,ART097,18,370.39,2026-01-22
COM372,ART077,348,42.2,2024-10-06
COM373,ART032,409,186.08,2025-02-20
COM374,ART097,180,155.97,2024-12-10
COM375,ART072,46,21.72,2024-12-20
COM376,ART097,416,132.14,2024-08-16
COM377,ART031,161,358.77,2025-02-25
COM378,ART083,158,331.74,2025-06-29
COM379,ART066,317,334.28,2026-01-25
COM380,ART094,242,365.8,2024-09-04
COM381,ART044,350,66.95,2026-05-27
COM382,ART048,273,104.43,2025-09-28
COM383,ART021,242,221.44,2025-02-16
COM384,ART086,469,370.95,2026-01-01
COM385,ART083,67,422.85,2026-02-04
COM386,ART069,71,22.14,2024-06-30
COM387,ART034,81,247.55,2025-07-10
COM388,ART095,167,319.64,2025-09-23
COM389,ART008,318,239.14,2025-02-27
COM390,ART039,476,233.32,2024-11-17
COM391,ART073,374,325.3,2024-08-27
COM392,ART031,338,212.67,2024-06-18
COM393,ART080,248,205.83,2025-12-15
COM394,ART073,358,255.36,2026-03-14
COM395,ART071,275,161.9,2025-05-14
COM396,ART080,225,126.86,2025-11-18
COM397,ART036,415,298.92,2026-04-06
COM398,ART008,144,129.21,2024-12-30
COM399,ART020,388,46.42,2025-05-21
COM400,ART086,220,259.12,2024-07-12
COM401,ART076,242,152.2,2025-12-26
COM402,ART090,498,90.48,2025-01-24
COM403,ART002,363,441.93,2026-04-14
COM404,ART055,136,91.64,2024-07-04
COM405,ART078,462,284.05,2026-05-17
COM406,ART080,379,310.18,2025-01-03
COM407,ART065,142,280.14,2024-12-17
COM408,ART013,68,38.44,2025-03-10
COM409,ART028,352,57.47,2025-05-12
COM410,ART041,472,134.14,2026-01-18
COM411,ART036,426,487.45,2024-10-09
COM412,ART099,139,52.93,2025-11-17
COM413,ART081,358,432.01,2025-09-19
COM414,ART036,357,164.81,2026-03-24
COM415,ART019,416,79.72,2025-09-03
COM416,ART080,17,136.61,2024-12-15
COM417,ART019,393,476.26,2026-03-04
COM418,ART066,414,22.33,2026-04-06
COM419,ART010,181,58.76,2024-11-08
COM420,ART014,466,130.94,2025-07-11
COM421,ART076,228,335.15,2025-04-10
COM422,ART048,482,330.78,2024-10-13
COM423,ART071,480,311.06,2026-05-17
COM424,ART002,194,180.47,2025-08-30
COM425,ART082,106,417.08,2025-11-22
COM426,ART036,145,383.51,2026-05-22
COM427,ART056,461,111.62,2026-05-03
COM428,ART084,357,16.73,2025-08-17
COM429,ART079,38,87.57,2026-04-27
COM430,ART099,228,402.15,2025-09-16
COM431,ART026,351,165.42,2025-04-26
COM432,ART002,221,243.29,2025-09-27
COM433,ART073,269,308.0,2025-05-23
COM434,ART063,331,169.82,2024-10-24
COM435,ART051,213,124.46,2026-05-03
COM436,ART035,397,275.59,2026-03-22
COM437,ART052,218,420.81,2024-10-12
COM438,ART093,405,357.94,2025-04-19
COM439,ART037,492,383.81,2026-04-22
COM440,ART045,367,189.68,2025-06-26
COM441,ART100,283,280.24,2025-07-17
COM442,ART089,472,89.86,2025-12-22
COM443,ART075,466,21.01,2026-01-27
COM444,ART005,449,443.05,2025-10-15
COM445,ART026,448,467.07,2026-05-15
COM446,ART040,450,135.94,2025-07-13
COM447,ART099,137,109.36,2024-08-15
COM448,ART097,231,247.21,2025-06-18
COM449,ART061,282,372.82,2024-09-06
COM450,ART093,15,149.27,2025-11-21
COM451,ART007,10,303.18,2025-01-11
COM452,ART007,189,478.79,2026-06-04
COM453,ART022,95,248.24,2025-12-28
COM454,ART019,186,449.88,2025-05-23
COM455,ART009,23,393.11,2026-01-21
COM456,ART100,165,454.29,2026-03-11
COM457,ART025,80,280.86,2025-03-26
COM458,ART078,471,344.09,2024-12-09
COM459,ART001,433,490.28,2026-05-03
COM460,ART066,482,396.92,2025-06-30
COM461,ART077,36,151.32,2025-12-05
COM462,ART096,219,90.22,2025-12-16
COM463,ART054,174,266.93,2025-01-08
COM464,ART090,339,74.43,2025-02-01
COM465,ART056,123,225.32,2025-07-18
COM466,ART072,447,146.42,2025-06-20
COM467,ART019,309,52.5,2026-04-29
COM468,ART029,457,21.52,2025-05-02
COM469,ART085,369,39.61,2025-03-30
COM470,ART085,96,206.29,2025-04-28
COM471,ART038,255,312.95,2025-03-19
COM472,ART022,360,457.82,2025-03-10
COM473,ART079,316,90.05,2025-09-12
COM474,ART064,335,132.56,2024-12-06
COM475,ART020,147,424.31,2025-01-04
COM476,ART007,166,168.67,2025-01-27
COM477,ART019,480,321.07,2025-07-05
COM478,ART097,308,437.45,2025-08-07
COM479,ART074,184,99.98,2024-10-04
COM480,ART031,35,458.93,2025-07-23
COM481,ART023,28,346.73,2025-09-04
COM482,ART026,290,188.16,2025-02-13
COM483,ART005,337,227.34,2026-01-15
COM484,ART083,103,17.43,2026-01-01
COM485,ART067,180,145.04,2024-06-09
COM486,ART091,464,232.16,2025-08-29
COM487,ART045,414,452.61,2025-08-20
COM488,ART086,224,304.66,2025-05-12
COM489,ART034,83,421.55,2026-01-18
COM490,ART033,15,193.14,2024-12-10
COM491,ART021,309,367.19,2025-08-11
COM492,ART089,87,474.23,2025-03-16
COM493,ART061,307,245.7,2025-09-30
COM494,ART058,32,52.15,2024-10-22
COM495,ART087,312,217.05,2025-04-09
COM496,ART014,238,279.18,2024-08-11
COM497,ART004,276,35.12,2025-07-08
COM498,ART096,426,287.73,2025-11-03
COM499,ART055,431,395.04,2024-07-05
COM500,ART085,180,123.88,2024-08-04
COM501,ART070,194,301.94,2024-09-11
COM502,ART038,49,393.25,2026-03-29
COM503,ART088,402,433.2,2024-10-23
COM504,ART072,103,53.83,2025-03-24
COM505,ART003,228,353.79,2026-05-28
COM506,ART004,21,400.17,2025-08-26
COM507,ART011,370,365.72,2025-09-23
COM508,ART006,384,302.51,2024-10-30
COM509,ART013,96,62.03,2024-11-10
COM510,ART041,499,23.31,2025-07-24
COM511,ART070,222,192.4,2025-03-05
COM512,ART037,195,318.22,2024-11-07
COM513,ART022,172,80.65,2024-06-24
COM514,ART055,139,452.32,2025-10-26
COM515,ART004,497,402.19,2024-09-09
COM516,ART080,277,178.86,2024-12-01
COM517,ART086,190,162.51,2026-01-28
COM518,ART100,294,388.94,2025-07-13
COM519,ART022,391,238.98,2024-09-27
COM520,ART017,184,240.93,2025-07-28
COM521,ART015,397,53.27,2026-05-01
COM522,ART003,145,119.4,2024-07-08
COM523,ART036,81,307.54,2026-04-11
COM524,ART100,176,130.52,2026-05-26
COM525,ART037,450,100.91,2025-09-16
COM526,ART044,367,125.69,2025-10-23
COM527,ART022,10,29.43,2024-11-24
COM528,ART032,316,104.51,2025-09-08
COM529,ART043,244,476.9,2025-05-14
COM530,ART026,110,461.9,2026-06-04
COM531,ART097,65,359.95,2025-01-26
COM532,ART059,43,365.53,2026-03-07
COM533,ART031,157,346.6,2026-03-26
COM534,ART013,468,64.35,2024-11-22
COM535,ART034,210,61.56,2026-04-12
COM536,ART005,397,458.44,2024-09-19
COM537,ART015,436,137.07,2026-04-20
COM538,ART049,22,176.75,2024-06-09
COM539,ART063,471,77.45,2024-09-21
COM540,ART077,190,137.73,2026-03-18
COM541,ART051,122,85.53,2024-10-04
COM542,ART024,232,413.57,2025-10-16
COM543,ART034,493,345.1,2026-02-24
COM544,ART008,440,406.4,2024-12-06
COM545,ART009,230,139.0,2024-08-21
COM546,ART065,14,91.29,2025-12-26
COM547,ART008,214,67.82,2026-03-10
COM548,ART005,239,275.29,2025-05-26
COM549,ART026,328,157.9,2026-02-27
COM550,ART009,377,107.49,2025-09-14
COM551,ART049,327,126.13,2026-01-24
COM552,ART007,380,369.89,2025-03-11
COM553,ART028,422,375.61,2025-12-20
COM554,ART035,24,290.96,2026-05-06
COM555,ART081,379,14.05,2025-03-09
COM556,ART007,396,171.03,2025-05-25
COM557,ART055,331,421.7,2025-06-09
COM558,ART078,112,46.12,2025-09-02
COM559,ART043,438,318.24,2025-02-06
COM560,ART057,483,393.96,2025-11-07
COM561,ART048,36,18.29,2025-11-29
COM562,ART088,406,118.33,2025-04-23
COM563,ART100,407,428.96,2026-01-16
COM564,ART019,212,55.28,2024-12-22
COM565,ART078,162,78.15,2024-07-17
COM566,ART074,151,296.04,2026-01-20
COM567,ART084,394,228.78,2026-05-10
COM568,ART096,123,457.4,2024-10-09
COM569,ART074,62,209.77,2026-02-22
COM570,ART049,49,247.52,2024-11-11
COM571,ART069,203,348.33,2024-09-25
COM572,ART057,141,492.63,2025-10-15
COM573,ART089,88,448.19,2025-08-12
COM574,ART017,337,249.41,2025-09-10
COM575,ART085,491,194.14,2025-04-16
COM576,ART022,91,407.79,2025-05-09
COM577,ART056,230,204.27,2026-05-14
COM578,ART099,77,450.46,2026-05-06
COM579,ART026,143,339.46,2024-10-29
COM580,ART026,313,443.21,2026-03-01
COM581,ART043,245,480.5,2024-06-17
COM582,ART004,110,341.11,2025-08-26
COM583,ART013,296,329.14,2025-10-31
COM584,ART080,402,121.24,2025-03-04
COM585,ART086,270,208.76,2025-12-15
COM586,ART021,24,461.09,2024-12-25
COM587,ART052,164,95.21,2025-05-15
COM588,ART065,206,337.64,2025-09-25
COM589,ART027,191,227.38,2024-08-28
COM590,ART064,28,90.99,2026-04-11
COM591,ART014,96,171.47,2025-07-10
COM592,ART026,443,409.97,2024-12-09
COM593,ART021,62,245.75,2025-03-18
COM594,ART018,257,368.94,2025-07-31
COM595,ART008,263,223.27,2025-08-24
COM596,ART037,323,211.06,2024-09-08
COM597,ART017,216,89.23,2026-03-03
COM598,ART073,44,191.9,2025-11-24
COM599,ART072,117,496.71,2025-11-22
COM600,ART020,131,50.99,2025-08-10
COM601,ART052,426,490.21,2025-10-06
COM602,ART042,464,42.91,2025-03-16
COM603,ART098,392,348.79,2024-09-17
COM604,ART045,44,398.56,2024-12-24
COM605,ART068,280,127.67,2024-10-23
COM606,ART096,259,489.16,2026-03-18
COM607,ART096,25,243.47,2024-08-13
COM608,ART005,367,22.83,2025-12-29
COM609,ART056,430,342.17,2024-12-23
COM610,ART013,280,146.36,2025-11-15
COM611,ART070,279,122.95,2025-12-23
COM612,ART091,214,498.04,2025-03-15
COM613,ART054,286,79.03,2026-02-08
COM614,ART073,43,219.46,2025-07-27
COM615,ART055,378,380.87,2025-02-04
COM616,ART097,378,203.86,2026-02-08
COM617,ART021,191,482.21,2026-05-16
COM618,ART066,208,422.39,2025-12-27
COM619,ART035,138,380.97,2024-06-04
COM620,ART060,318,336.27,2025-08-23
COM621,ART023,105,431.8,2025-02-01
COM622,ART040,275,440.48,2024-11-01
COM623,ART037,192,38.33,2025-08-26
COM624,ART010,466,337.66,2024-08-09
COM625,ART044,26,499.71,2025-10-29
COM626,ART045,36,139.48,2025-11-03
COM627,ART055,103,269.89,2024-11-05
COM628,ART051,184,322.74,2024-12-20
COM629,ART033,412,385.4,2025-11-14
COM630,ART031,308,478.04,2026-02-04
COM631,ART068,42,397.29,2026-02-07
COM632,ART094,335,420.57,2025-12-16
COM633,ART088,338,267.04,2026-01-17
COM634,ART018,36,373.83,2025-03-04
COM635,ART064,145,205.44,2025-02-08
COM636,ART042,245,113.97,2026-05-13
COM637,ART098,495,464.75,2025-06-26
COM638,ART013,73,285.87,2025-04-20
COM639,ART061,431,343.4,2026-01-23
COM640,ART070,487,256.29,2024-06-10
COM641,ART031,251,170.93,2025-09-02
COM642,ART015,75,319.14,2025-10-27
COM643,ART022,363,127.13,2025-02-19
COM644,ART050,29,243.29,2026-03-02
COM645,ART045,446,293.28,2026-05-28
COM646,ART089,217,485.67,2026-04-29
COM647,ART048,467,11.03,2024-11-03
COM648,ART075,233,193.84,2024-09-21
COM649,ART087,233,291.19,2025-10-06
COM650,ART062,93,53.29,2024-07-13
COM651,ART076,446,387.45,2025-10-25
COM652,ART006,328,212.77,2025-02-23
COM653,ART018,324,74.15,2025-01-24
COM654,ART065,278,187.12,2026-04-03
COM655,ART071,19,109.01,2026-05-26
COM656,ART029,376,138.81,2026-04-27
COM657,ART028,119,339.26,2024-08-22
COM658,ART038,367,332.92,2026-03-19
COM659,ART094,329,134.73,2024-10-06
COM660,ART050,477,127.24,2024-10-30
COM661,ART026,172,303.06,2025-04-02
COM662,ART058,428,419.41,2025-03-22
COM663,ART013,384,162.34,2026-01-07
COM664,ART085,127,283.54,2026-02-16
