code_article,depot,quantite_stock,date_maj
ART021,DEP_OUEST,-728,2026-01-01
ART002,DEP_VERNOUILLET,717,2026-05-02
ART050,DEP_CIEL,654,2024-10-27
ART094,DEP_LIMAY,511,2024-09-22
ART007,DEP_VERNOUILLET,736,2024-12-26
ART024,DEP_CIEL,138,2024-11-09
ART058,DEP_AVIGNON,265,2025-11-09
ART006,DEP_CIEL,93,2025-01-29
ART052,DEP_CIEL,261,2025-05-13
ART054,DEP_LIMAY,141,2025-02-07
ART026,DEP_GRAULHET,673,2025-08-28
ART019,dep_avignon,650,2024-09-18
ART017,DEP_VERNOUILLET,448,2024-06-12
ART031,DEP_VERNOUILLET,708,2025-11-09
ART096,DEP_GRIGNY,183,2025-01-02
ART020,DEP_VERNOUILLET,14,2025-12-29
ART012,DEP_NORD,452,2024-12-04
ART066,DEP_GRAULHET,-38,2026-05-14
ART095,DEP_VERNOUILLET,38,2025-12-31
ART084,DEP_GRAULHET,205,2025-05-20
ART098,DEP_LIMAY,66,2025-09-04
ART076,DEP_OUEST,728,2026-04-01
ART024,DEP_OUEST,269,2025-06-19
ART043,DEP_VERNOUILLET,299,2026-02-28
ART021,DEP_GRIGNY,78,2024-08-22
ART087,DEP_OUEST,252,2025-10-22
ART047,DEP_GRAULHET,273,2024-06-16
ART068,DEP_LIMAY,718,2025-01-27
ART037,dep_ouest,-653,2025-04-26
ART084,DEP_GRAULHET,561,2024-06-14
ART013,DEP_AVIGNON,695,2025-12-12
ART050,DEP_VERNOUILLET,15,2025-10-07
ART016,DEP_OUEST,497,2024-10-18
ART033,DEP_VERNOUILLET,355,2024-07-13
ART036,DEP_CIEL,184,2025-07-05
ART065,DEP_GRIGNY,226,2025-06-12
ART055,DEP_GRIGNY,133,2024-06-20
ART999,DEP_NORD,277,2024-09-07
ART055,DEP_LIMAY,644,2026-01-08
ART056,DEP_VERNOUILLET,211,2026-05-21
ART064,DEP_NORD,575,2025-07-31
ART099,DEP_GRAULHET,461,2025-08-16
ART053,DEP_GRAULHET,-339,2025-06-05
ART019,DEP_LIMAY,682,2025-07-28
ART078,DEP_CIEL,20,2026-03-19
ART042,DEP_VERNOUILLET,79,2026-04-20
ART096,DEP_CIEL,600,2025-08-04
ART022,DEP_VERNOUILLET,696,2025-03-30
ART026,DEP_CIEL,222,2026-02-23
ART016,DEP_CIEL,376,2024-12-21
ART025,DEP_VERNOUILLET,586,2025-09-25
ART076,DEP_GRIGNY,156,2019-01-01 00:00:00
ART062,DEP_LIMAY,314,2024-06-18
ART041,DEP_AVIGNON,719,2025-08-25
ART035,DEP_GRAULHET,433,2025-08-16
ART043,DEP_AVIGNON,585,2026-04-04
ART035,DEP_AVIGNON,657,2025-08-01
ART035,DEP_CIEL,149,2024-11-26
ART013,DEP_OUEST,195,2024-12-05
ART027,DEP_VERNOUILLET,514,2019-01-01 00:00:00
ART090,DEP_NORD,53,2025-01-21
ART053,DEP_GRAULHET,-755,2024-07-05
ART006,DEP_AVIGNON,136,2024-10-20
ART073,DEP_GRIGNY,351,2025-02-08
ART052,DEP_NORD,705,2025-09-16
ART080,DEP_LIMAY,480,2025-12-28
ART033,DEP_NORD,183,2025-01-06
ART043,DEP_CIEL,567,2025-07-08
ART999,DEP_NORD,671,2025-08-31
ART067,DEP_LIMAY,290,2025-11-10
ART097,DEP_GRAULHET,782,2025-05-20
ART067,DEP_AVIGNON,213,2025-08-07
ART005,DEP_CIEL,42,2024-09-13
ART999,DEP_NORD,400,2025-09-14
ART012,DEP_AVIGNON,543,2024-12-27
ART085,DEP_CIEL,627,2025-10-13
ART023,DEP_VERNOUILLET,695,2026-02-12
ART043,DEP_GRAULHET,-69,2026-02-06
ART056,DEP_GRAULHET,752,2024-06-26
ART031,DEP_NORD,29,2024-11-30
ART078,DEP_GRIGNY,150,2025-04-16
ART090,DEP_GRIGNY,471,2025-02-16
ART002,DEP_NORD,508,2025-07-11
ART012,DEP_GRAULHET,551,2025-03-19
ART039,DEP_CIEL,170,2025-11-06
ART009,DEP_OUEST,-413,2025-12-24
ART072,DEP_AVIGNON,408,2024-11-10
ART999,DEP_OUEST,141,2025-10-16
ART999,DEP_OUEST,330,2019-01-01 00:00:00
ART010,DEP_LIMAY,730,2025-08-08
ART005,DEP_GRIGNY,621,2025-09-27
ART004,DEP_OUEST,522,2024-10-09
ART060,DEP_GRIGNY,787,2024-10-02
ART005,DEP_AVIGNON,235,2025-09-30
ART064,DEP_GRAULHET,602,2026-01-07
ART003,DEP_LIMAY,101,2024-12-18
ART022,DEP_GRAULHET,133,2025-07-19
ART013,DEP_GRIGNY,45,2026-03-18
ART058,DEP_OUEST,74,2025-08-07
ART063,DEP_AVIGNON,794,2019-01-01 00:00:00
ART005,DEP_GRAULHET,413,2025-12-14
ART066,DEP_OUEST,425,2025-07-05
ART070,DEP_OUEST,396,2025-11-17
ART091,DEP_VERNOUILLET,485,2025-06-04
ART011,DEP_CIEL,705,2024-07-19
ART022,DEP_CIEL,12,2025-08-28
ART061,DEP_GRIGNY,170,2025-04-04
ART054,DEP_OUEST,581,2026-05-21
ART036,DEP_CIEL,262,2024-08-29
ART058,DEP_NORD,-385,2025-01-13
ART083,DEP_AVIGNON,328,2025-06-03
ART053,DEP_AVIGNON,-726,2025-01-13
ART040,DEP_GRIGNY,452,2026-05-29
ART080,DEP_LIMAY,752,2025-07-31
ART019,DEP_GRAULHET,686,2026-06-06
ART024,DEP_CIEL,226,2025-08-10
ART020,DEP_LIMAY,739,2025-12-18
ART032,DEP_NORD,622,2025-07-10
ART063,DEP_GRIGNY,743,2025-08-08
ART010,DEP_NORD,568,2026-02-18
ART046,DEP_VERNOUILLET,105,2025-07-10
ART042,DEP_OUEST,547,2025-06-09
ART100,DEP_GRAULHET,625,2026-01-07
ART086,DEP_VERNOUILLET,545,2025-03-31
ART051,DEP_VERNOUILLET,-152,2026-05-06
ART079,DEP_CIEL,383,2025-08-05
ART046,DEP_CIEL,345,2025-12-14
ART004,DEP_OUEST,75,2025-10-02
ART032,DEP_OUEST,726,2024-11-12
ART999,DEP_OUEST,310,2025-11-03
ART087,DEP_VERNOUILLET,380,2024-12-06
ART089,DEP_GRIGNY,545,2025-12-31
ART018,DEP_VERNOUILLET,260,2025-03-09
ART044,DEP_CIEL,-63,2025-01-19
ART027,DEP_LIMAY,567,2024-12-12
ART999,DEP_GRIGNY,737,2025-10-04
ART086,DEP_GRIGNY,692,2024-11-25
ART089,DEP_LIMAY,355,2024-11-01
ART080,DEP_VERNOUILLET,38,2024-11-07
ART037,DEP_CIEL,749,2024-07-26
ART005,DEP_VERNOUILLET,495,2025-10-20
ART099,DEP_GRIGNY,126,2025-06-26
ART015,DEP_NORD,111,2024-09-28
ART034,DEP_GRAULHET,465,2025-02-10
ART095,DEP_AVIGNON,250,2025-06-08
ART052,DEP_GRAULHET,760,2026-02-07
ART062,DEP_VERNOUILLET,495,2026-02-04
ART057,DEP_GRAULHET,282,2025-11-22
ART084,DEP_LIMAY,55,2024-11-25
ART084,DEP_GRAULHET,618,2025-08-06
ART002,DEP_NORD,603,2025-09-21
ART085,DEP_GRIGNY,364,2025-04-25
ART055,DEP_NORD,341,2024-11-10
ART041,DEP_GRIGNY,654,2026-04-11
ART020,DEP_NORD,777,2026-01-18
ART033,DEP_GRIGNY,-74,2024-09-07
ART017,DEP_GRIGNY,584,2024-12-05
ART089,DEP_GRIGNY,642,2024-11-25
ART093,DEP_AVIGNON,76,2024-12-26
ART020,DEP_CIEL,611,2025-06-08
ART096,DEP_NORD,418,2024-07-25
ART012,DEP_CIEL,232,2025-02-10
ART055,DEP_GRIGNY,25,2024-11-01
ART057,DEP_LIMAY,338,2025-07-22
ART083,DEP_AVIGNON,255,2024-10-25
ART011,DEP_CIEL,644,2026-04-28
ART009,DEP_CIEL,570,2025-11-18
ART053,DEP_CIEL,179,2025-03-27
ART080,DEP_LIMAY,586,2024-07-08
ART058,DEP_LIMAY,339,2025-02-25
ART053,DEP_GRAULHET,25,2026-04-11
ART096,DEP_CIEL,298,2025-07-28
ART027,DEP_CIEL,-771,2024-09-20
ART060,DEP_GRIGNY,690,2025-04-22
ART032,DEP_OUEST,35,2025-07-05
ART999,DEP_OUEST,472,2024-08-18
ART038,DEP_VERNOUILLET,180,2025-07-17
ART054,DEP_GRIGNY,746,2024-11-18
ART008,DEP_AVIGNON,521,2026-04-18
ART064,DEP_LIMAY,455,2025-05-27
ART055,DEP_GRIGNY,767,2026-02-25
ART037,DEP_OUEST,153,2024-12-07
ART054,DEP_CIEL,513,2024-09-15
ART083,DEP_NORD,393,2025-05-25
ART091,DEP_VERNOUILLET,398,2025-09-04
ART024,DEP_CIEL,308,2026-04-29
ART042,DEP_NORD,1,2025-10-30
ART002,DEP_CIEL,450,2024-11-26
ART009,DEP_GRIGNY,297,2025-09-17
ART029,DEP_CIEL,647,2024-08-06
ART098,DEP_GRAULHET,284,2026-01-05
ART070,DEP_CIEL,-742,2025-06-24
ART060,DEP_LIMAY,635,2026-04-22
ART002,DEP_CIEL,578,2026-02-23
ART049,DEP_GRAULHET,613,2025-08-13
ART082,DEP_NORD,-747,2024-11-19
ART047,DEP_GRIGNY,525,2026-04-06
ART063,DEP_VERNOUILLET,-489,2024-08-19
ART085,DEP_NORD,19,2025-05-19
ART095,DEP_GRIGNY,404,2026-02-22
ART064,DEP_NORD,175,2026-04-26
ART021,DEP_NORD,226,2024-10-05
ART007,DEP_NORD,279,2024-07-18
ART046,DEP_LIMAY,245,2025-05-12
ART091,DEP_CIEL,409,2025-09-20
ART098,DEP_AVIGNON,611,2024-08-21
ART037,DEP_LIMAY,-307,2024-09-03
ART100,DEP_OUEST,221,2026-04-13
ART024,DEP_CIEL,771,2026-05-08
ART077,DEP_CIEL,656,2026-05-11
ART022,DEP_GRIGNY,406,2024-06-19
ART082,DEP_GRAULHET,233,2024-08-24
ART092,DEP_AVIGNON,-334,2024-08-15
ART022,DEP_AVIGNON,415,2025-07-01
ART007,DEP_GRIGNY,652,2025-08-10
ART074,DEP_AVIGNON,198,2025-03-23
ART042,DEP_VERNOUILLET,559,2019-01-01 00:00:00
ART076,DEP_LIMAY,48,2024-12-23
ART098,DEP_OUEST,259,2026-02-03
ART008,DEP_CIEL,111,2024-07-14
ART060,DEP_AVIGNON,-422,2025-11-23
ART093,DEP_CIEL,247,2024-10-30
ART031,DEP_LIMAY,596,2026-05-09
ART038,DEP_GRIGNY,637,2025-06-09
ART061,DEP_OUEST,335,2025-02-11
ART081,DEP_VERNOUILLET,652,2026-03-04
ART022,DEP_AVIGNON,701,2025-12-17
ART019,DEP_AVIGNON,721,2024-06-18
ART059,DEP_LIMAY,40,2025-02-21
ART007,DEP_GRIGNY,38,2019-01-01 00:00:00
ART078,DEP_GRAULHET,666,2025-11-19
ART093,DEP_OUEST,361,2025-08-20
ART037,DEP_VERNOUILLET,290,2025-03-23
ART079,DEP_LIMAY,464,2024-12-12
ART097,DEP_LIMAY,223,2024-06-28
ART051,DEP_AVIGNON,352,2024-09-03
ART087,DEP_NORD,55,2025-06-03
ART006,DEP_NORD,118,2026-02-16
ART043,DEP_LIMAY,193,2024-09-13
ART070,DEP_NORD,114,2025-10-29
ART054,DEP_GRAULHET,444,2025-11-21
ART051,DEP_CIEL,551,2019-01-01 00:00:00
ART035,DEP_GRAULHET,308,2026-05-22
ART013,DEP_GRAULHET,-647,2024-07-26
ART049,DEP_NORD,512,2025-10-20
ART010,DEP_NORD,612,2025-06-30
ART057,DEP_VERNOUILLET,512,2026-04-05
ART084,DEP_VERNOUILLET,451,2024-08-31
ART061,DEP_CIEL,787,2025-05-13
ART050,DEP_GRIGNY,121,2025-06-24
ART004,DEP_VERNOUILLET,460,2025-02-28
ART084,DEP_LIMAY,465,2025-12-11
ART085,DEP_GRIGNY,193,2019-01-01 00:00:00
ART016,DEP_AVIGNON,-427,2025-11-08
ART040,DEP_LIMAY,556,2024-09-15
ART091,DEP_CIEL,400,2024-06-25
ART035,DEP_VERNOUILLET,263,2025-11-27
ART048,DEP_LIMAY,594,2025-11-21
ART092,DEP_VERNOUILLET,208,2025-10-05
ART051,DEP_VERNOUILLET,5,2025-02-19
ART043,DEP_VERNOUILLET,627,2025-03-10
ART066,DEP_AVIGNON,597,2025-04-12
ART067,DEP_GRIGNY,518,2025-08-01
ART083,DEP_GRAULHET,661,2024-08-22
ART004,DEP_GRAULHET,219,2025-08-07
ART079,DEP_NORD,142,2025-11-20
ART076,DEP_CIEL,126,2025-08-02
ART049,DEP_VERNOUILLET,671,2025-09-18
ART099,DEP_VERNOUILLET,20,2026-06-04
ART018,DEP_VERNOUILLET,45,2025-09-06
ART008,DEP_AVIGNON,16,2026-03-13
ART039,DEP_OUEST,500,2026-02-19
ART049,DEP_VERNOUILLET,436,2024-10-04
ART041,DEP_OUEST,154,2025-12-16
ART090,DEP_OUEST,665,2024-08-01
ART031,DEP_GRIGNY,168,2019-01-01 00:00:00
ART060,DEP_VERNOUILLET,777,2024-11-20
ART005,DEP_NORD,-150,2024-10-24
ART025,DEP_LIMAY,715,2025-01-24
ART038,DEP_AVIGNON,474,2025-08-30
ART075,DEP_CIEL,287,2026-04-24
ART071,DEP_LIMAY,366,2025-02-05
ART095,DEP_AVIGNON,281,2019-01-01 00:00:00
ART062,DEP_NORD,729,2025-07-25
ART046,DEP_VERNOUILLET,300,2024-12-31
ART026,DEP_GRIGNY,319,2024-09-18
ART069,DEP_OUEST,732,2024-12-07
ART040,DEP_OUEST,790,2024-08-13
ART089,DEP_NORD,242,2019-01-01 00:00:00
ART008,DEP_LIMAY,303,2026-04-19
ART074,DEP_GRAULHET,177,2025-03-07
ART037,DEP_NORD,614,2026-01-18
ART061,DEP_AVIGNON,512,2026-02-07
ART999,DEP_NORD,514,2024-08-12
ART040,DEP_GRAULHET,244,2025-05-21
ART076,DEP_NORD,368,2025-04-18
ART092,DEP_GRAULHET,32,2025-06-29
ART999,DEP_GRAULHET,300,2025-09-26
ART004,DEP_VERNOUILLET,706,2026-01-02
ART051,dep_grigny,397,2024-07-04
ART055,DEP_GRIGNY,697,2026-01-22
ART007,DEP_GRAULHET,597,2025-05-31
ART068,DEP_CIEL,518,2024-12-31
ART018,DEP_NORD,677,2025-06-19
ART096,DEP_LIMAY,19,2019-01-01 00:00:00
ART007,DEP_VERNOUILLET,580,2025-07-17
ART062,DEP_NORD,660,2025-06-02
ART097,DEP_GRIGNY,769,2026-01-01
ART069,DEP_GRAULHET,610,2025-10-25
ART081,DEP_NORD,395,2024-10-14
ART079,DEP_LIMAY,628,2024-10-22
ART060,DEP_LIMAY,714,2024-09-01
ART034,DEP_NORD,689,2025-02-06
ART078,DEP_GRIGNY,140,2024-07-19
ART022,DEP_NORD,472,2025-11-22
ART091,DEP_CIEL,76,2026-05-16
ART078,DEP_AVIGNON,725,2025-01-02
ART052,DEP_AVIGNON,-596,2025-12-15
ART033,DEP_AVIGNON,628,2026-03-16
ART090,DEP_GRAULHET,731,2026-02-26
ART100,DEP_OUEST,44,2026-03-12
ART015,DEP_VERNOUILLET,93,2025-06-27
ART053,DEP_VERNOUILLET,335,2026-02-25
ART033,DEP_CIEL,333,2025-05-21
ART057,DEP_NORD,508,2025-08-10
ART058,DEP_NORD,376,2024-12-12
ART025,DEP_GRIGNY,204,2024-09-26
ART086,DEP_LIMAY,436,2026-03-29
ART999,DEP_AVIGNON,628,2024-09-18
ART086,DEP_GRAULHET,605,2025-12-11
ART071,DEP_GRIGNY,479,2025-01-06
ART999,DEP_CIEL,557,2024-11-10
ART077,DEP_GRIGNY,585,2024-11-07
ART004,DEP_LIMAY,181,2025-08-21
ART052,DEP_VERNOUILLET,562,2025-12-30
ART072,DEP_OUEST,379,2026-03-11
ART076,DEP_AVIGNON,588,2025-01-06
ART038,DEP_GRAULHET,422,2026-03-07
ART020,DEP_CIEL,214,2019-01-01 00:00:00
ART091,DEP_OUEST,306,2024-11-10
ART027,DEP_GRAULHET,727,2025-12-10
ART089,DEP_CIEL,63,2025-06-17
ART084,DEP_OUEST,458,2025-08-25
ART073,DEP_NORD,756,2026-04-27
ART033,DEP_NORD,298,2025-03-18
ART022,DEP_NORD,472,2026-03-17
ART022,DEP_CIEL,-740,2025-11-12
ART042,DEP_AVIGNON,546,2024-08-25
ART091,DEP_LIMAY,116,2025-09-09
ART999,DEP_LIMAY,684,2026-01-16
ART082,DEP_VERNOUILLET,239,2024-10-30
ART094,DEP_GRIGNY,375,2025-07-19
ART016,DEP_NORD,221,2026-01-27
ART061,DEP_OUEST,650,2024-12-05
ART051,DEP_CIEL,260,2026-01-03
ART011,DEP_OUEST,394,2024-06-27
ART999,DEP_LIMAY,766,2025-01-16
ART026,DEP_OUEST,584,2025-02-24
ART034,DEP_VERNOUILLET,131,2026-04-02
ART007,DEP_CIEL,339,2024-11-23
ART039,DEP_GRAULHET,497,2026-04-17
ART072,DEP_CIEL,20,2025-08-13
ART002,DEP_VERNOUILLET,350,2025-03-09
